School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
Veettikuth GLPS,Wandoor,Nilambur,,1 - 4,292.1,MDR,Nilambur - Naduvath Road (KPWD/MDR/503020403/10,11.27405,76.22877
G. M. U. P. S. Venniyur,Thirurangadi,Parappanangadi,,1 - 7,298.5,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,11.015067,75.953727
GMLPS Cherukunnu,Thirurangadi,Vengara,Malappuram,1 - 4,310.2,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/2,11.012736,76.011487
GLPS Perinthalmanna East,Malappuram,Perinthalmanna,,1 - 4,313.6,NH,NH 966 (KPWD/NH966/302010303/2,10.971887,76.232647
GLPS Parapurathparamba,Malappuram,Kizhisseri,Areacode,1 - 4,314.7,MDR,Araekod Vazhakad Road (KPWD/MDR/503020302/2,11.236104,76.008255
GLPS Chemrakattur,Wandoor,Areacode,Areacode,1 - 4,319.6,SH,Parappanangadi  Areacode Road (KPWD/MPM/SH/65/2,11.20933,76.03961
G.L.P.S. Cherankuth,Malappuram,Manjeri,Wandoor,1 - 5,330.4,MDR,Malamkulam - Cheramkuthu - Cherukulam Road (KPWD/MDR/503020401/33,11.142098,76.156858
GLPS Kodalikundu,Thirurangadi,Vengara,Vengara,1 - 4,331.2,SH,Malappuram - Parappanangadi Road (KPWD/MPM/SH/72/1,11.06051,76.0025
G L P S Chengara,Wandoor,Areacode,Areacode,1 - 4,336.3,MDR,Kavanoor - Vadakkummala - Karaparamba Road (KPWD/MDR/503020401/7,11.17579,76.07964
G.L.P.S. Kombamkallu,Wandoor,Melattur,Kalikavu,1 - 4,352.4,MDR,Olappara - Kombankallu - Alungal (KPWD/MDR/503020203/14,11.051583,76.304587
Eranhimangad GUPS,Wandoor,Nilambur,Nilambur,1 - 7,353.5,MDR,Mannuppadam - Eranjimangad - Athikode - Vettekkode Road (KPWD/MDR/503020403/22,11.30661,76.21019
GLPS Kappumugham,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,353.6,NH,NH 966 (KPWD/NH966/302010303/2,10.96044,76.28634
G. L. P. S. Rayirimangalam East,Thirurangadi,Tanur,,1 - 4,357.5,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020301/64,10.990609,75.877507
G. M. U. P. S. Veliyancode South,Tirur,Ponnani,Perumpadappa,1 - 7,360.4,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.72548,75.95257
G.M.L.P.S. Eranhikode,Malappuram,Manjeri,Areacode,1 - 4,362.4,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.226293,76.157294
GUPS Thenhippalam,Thirurangadi,Vengara,Tirurangadi,1 - 7,363.4,MDR,University - Kadakkattupara - Olippramkadavu - Mukkathu Kadavu Road (KPWD/MDR/503020303/39,11.12959,75.87162
K. M. G. U. P. S. Thavanur,Tirur,Edappal,Ponnani,1 - 7,367.1,MDR,Tavanur - Thirunavaya Road (KPWD/MDR/503020101/18,10.85258,75.98382
G.L.P.S. Paravoor,Malappuram,Kondotty,Kondotty,1 - 4,370.9,MDR,Pulikkal Chavittanikunnu Vettukad Road (KPWD/MDR/503020302/41,11.17921,75.9219
GUPS Chundathumpoyil,Wandoor,Areacode,Areacode,1 - 7,371.5,MDR,Thottumukkom - Vettilappara Road (KPWD/MDR/503020401/65,11.282532,76.067241
G.L.P.S. Kizhakkumpadam,Wandoor,Melattur,Perinthalmanna,1 - 4,372.3,MDR,Anjilangadi Melattur Road (KPWD/MDR/503020203/3,11.07034,76.28655
Pattanamkundu GLPS,Wandoor,Wandoor,Wandoor,1 - 4,376.7,MDR,Cherukulam - Pelepuram - Pathiriyal Road (KPWD/MDR/503020401/55,11.157699,76.179054
G. W. L. P. S. Purathur,Tirur,Tirur,Tirur,1 - 5,393.6,MDR,Alathiyoor Pallikkadavu Road (KPWD/MDR/503020301/1,10.80058,75.91946
G. L. P. S. Velleri,Tirur,Ponnani,,1 - 5,409.8,MDR,Karma Road (KPWD/MDR/503020101/21,10.783648,75.931891
G. M. L. P. S. Panangattur,Thirurangadi,Tanur,,1 - 4,431.0,MDR,Tanur Theyyala Road (KPWD/MDR/503020301/27,10.99021,75.89738
G. L. P. S. Kuttippuram,Tirur,Kuttippuram,Kuttippuram,1 - 4,435.5,MDR,BP Angadi Kuttippuram Road (KPWD/MDR/503020102/37,10.845313,76.035837
G.L.P.S. Elamaram,Malappuram,Kondotty,Kondotty,1 - 4,439.7,MDR,Valillappuzha - Elamaram - Irattamoozhi Road (KPWD/MDR/503020302/14,11.25007,75.95897
Govt. U P School Pang,Malappuram,Mankada,Mankada,1 - 7,446.4,MDR,Vettichira Koottilangadi Road (KPWD/MDR/503020201/25,10.97188,76.09979
G. M. L. P. S. Manhachola,Tirur,Kuttippuram,Kuttippuram,1 - 4,455.0,MDR,Tanalur Puthanathani Road (KPWD/MDR/503020301/52,10.9421,75.99398
G. M. L. P. S. Kalpakancheri,Tirur,Kuttippuram,Kuttippuram,1 - 4,468.1,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,10.947,75.99864
Akkarakulam GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,499.7,MDR,Thuvur - Puttamanna (KPWD/MDR13/503020202/13,11.12351,76.292331
G. M. L. P. S. Paravannur,Tirur,Kuttippuram,Tanur,1 - 4,518.0,MDR,Kallingal - Dhamodharanpadi Road (KPWD/MDR/503020301/38,10.927588,75.991885
G.L.P.S. Theyyampadikuth,Malappuram,Manjeri,Wandoor,1 - 4,518.6,MDR,Poolamanna - Vaniyambalam Road (KPWD/MDR/503020202/5,11.14216,76.253545
GLPS Kannamangalam,Thirurangadi,Vengara,Vengara,1 - 4,527.7,MDR,Vengara Kunnumpuram Road (KPWD/MDR/503020303/28,11.07684,75.96965
G. L. P. S. Nariparamba,Tirur,Edappal,Ponnani,1 - 4,529.7,MDR,Nariparamba Pothanoor Road (KPWD/MDR/503020101/26,10.815314,75.964247
G.L.P.S. Cheriparamba,Wandoor,Melattur,Kalikavu,1 - 4,555.5,MDR,Anjilangadi Melattur Road (KPWD/MDR/503020203/3,11.06386,76.32604
G. L. P. S. Vadakkumbram,Tirur,Kuttippuram,Kuttippuram,1 - 4,556.2,MDR,Kolamangalam Karakkad Road 2 (KPWD/MDR/503020102/47,10.947849,76.077233
G. M. L. P. S. Veliyancode,Tirur,Ponnani,Perumpadappa,1 - 4,572.9,MDR,Edakazhiyoor Veliyancode Road (KPWD/MDR/503020101/6,10.74894,75.946814
G. F. U. P. S. Palapetty,Tirur,Ponnani,Perumpadappa,1 - 7,585.1,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.703471,75.952635
Adakkakundu GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,596.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.163786,76.347608
G. L. P. S. Klari West,Thirurangadi,Tanur,Tanur,1 - 4,611.6,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.98592,75.96797
GLPS Arakkuparamba,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,625.3,MDR,Thootha - Vettathur Road (KPWD/MDR/503020203/16,10.99145,76.32638
G. M. L. P. S. Kallarmangalam,Tirur,Kuttippuram,Kuttippuram,1 - 4,629.8,MDR,Vettichira - Chelakkuthu - Randathani Road (KPWD/MDR/503020102/16,10.94542,76.02988
GLPS Parappur,Malappuram,Kizhisseri,Kondotty,1 - 4,631.8,MDR,Kadungallur - Vilayil - Chaliyappuram Road (KPWD/MDR/503020302/6,11.208943,76.002117
GLPS Kavanur,Wandoor,Areacode,Areacode,1 - 4,637.9,MDR,Perakamanna - Kuzhiyamparamba Road (KPWD/MDR/503020401/42,11.197194,76.055282
G.M.L.P.S. Kanhiraparamba,Malappuram,Kondotty,,1 - 4,644.2,NH,NH 966 (KPWD/NH966/302010301/5,11.14676,75.95462
Pulvetta GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,647.6,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.113843,76.338093
GLPS Kizhuparamba South,Wandoor,Areacode,Areacode,1 - 4,650.1,MDR,Keezhuparamba - Nellarkadavu Road (KPWD/MDR/503020401/60,11.24387,76.01281
G.M.L.P.S. Karippur,Malappuram,Kondotty,Kondotty,1 - 4,662.1,MDR,Diversion Road Kondotty - Tirurangadi Road 2 (KPWD/MDR/503020302/3,11.15096,75.94028
G.L.P.S. Pezhumthara,Wandoor,Melattur,Kalikavu,1 - 4,664.6,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.05796,76.2899
G L P S Pang,Malappuram,Mankada,Mankada,1 - 4,677.7,MDR,Vettichira Koottilangadi Road (KPWD/MDR/503020201/25,10.97204,76.10226
G. F. L. P. S. Veliyancode,Tirur,Ponnani,Perumpadappa,1 - 5,716.4,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.720422,75.943878
GLPS Klari,Thirurangadi,Vengara,Vengara,1 - 4,718.9,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.98731,75.98458
G. M. L. P. S. Muttannur,Tirur,Tirur,Tirur,1 - 4,719.6,MDR,Alathiyoor Pallikkadavu Road (KPWD/MDR/503020301/1,10.83277,75.91496
Tharish GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,727.0,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/6,11.125284,76.349711
G. L. P. S. Polpakkara,Tirur,Edappal,Ponnani,1 - 4,728.6,MDR,Palakkad - Ponnani Road (KPWD/MDR/503020101/15,10.792126,75.985552
GLPS Vilayil,Malappuram,Kizhisseri,Areacode,1 - 4,751.9,MDR,Vilayil - Yatheemkhana Road (KPWD/MDR/503020302/33,11.22543,76.00992
G. M. L. P. S. Parappuram,Tirur,Kuttippuram,Kuttippuram,1 - 4,755.1,NH,NH 66 - Kooriyad Puthanathani (KPWD/NH66/302010503/1,10.955848,76.000038
G.L.P.S. Melkulangara,Wandoor,Melattur,Perinthalmanna,1 - 4,785.0,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/5,11.01389,76.26571
G L P S Chovana,Malappuram,Mankada,Mankada,1 - 4,797.4,MDR,Angadippuram Cherukulamba Road (KPWD/MDR/503020201/3,10.989385,76.136606
G.U.P.S. Elankur,Malappuram,Manjeri,Wandoor,1 - 7,824.6,MDR,Kuttippara - Cherukode Road (KPWD/MDR/503020401/8,11.161189,76.182628
G U P S Cholakundu,Thirurangadi,Vengara,Vengara,1 - 7,844.5,MDR,Kottakkal Vengara Road (KPWD/MDR/503020303/12,11.01839,75.98502
G V H S S Nellikuth,Malappuram,Manjeri,,1 - 12,846.1,MDR,Manjeri - Olipuzha Road (KPWD/MDR/503020401/73,11.097388,76.182278
Chokkad Girijan Colony GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,883.5,MDR,Pookkottupadam - Chettippadam - TK Colony Road (KPWD/MDR/503020403/16,11.235471,76.355498
G. F. U. P. S. Kadavanad,Tirur,Ponnani,,1 - 7,894.8,MDR,Edakazhiyoor Veliyancode Road (KPWD/MDR/503020101/6,10.754025,75.94154
GLPS Parakkalmukku,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,896.0,MDR,Cherukara Muthukurussi Road (KPWD/MDR/503020201/4,10.915345,76.235166
G. H. S. S. Kattilangadi,Thirurangadi,Tanur,,1 - 12,915.1,MDR,Tirur - Kadalundi Road (KPWD/MDR/503020301/43,10.97254,75.89182
G. L .P. S. Melodiparamba,Thirurangadi,Parappanangadi,Tirurangadi,1 - 4,927.5,MDR,Chelari - Olakara Peruvallur Road (KPWD/MDR/503020303/4,11.106254,75.90489
G.L.P.S. Pulath,Malappuram,Manjeri,Wandoor,1 - 4,938.3,MDR,Cherukulam - Pelepuram - Pathiriyal Road (KPWD/MDR/503020401/54,11.16824,76.14862
G. L. P. S. Maniyankad,Tirur,Kuttippuram,Kuttippuram,1 - 4,995.7,MDR,Thirunavaya Kalpakanchery Road (KPWD/MDR/503020301/48,10.87679,75.99665
G. M. L. P. S. Thiruthy,Thirurangadi,Tanur,Tirurangadi,1 - 4,1006.3,MDR,Trikulam Thayyala Road (KPWD/MDR/503020303/25,11.01611,75.90044
GMLPS Puthur,Malappuram,Perinthalmanna,Perinthalmanna,1 - 4,1010.4,MDR,Alanallur Puthur Nattukal Road (KPWD/MDR/503010502/4,10.98731,76.34923
V.M.D Memorial Govt L.P.S Porur,Wandoor,Wandoor,Wandoor,1 - 4,1021.1,MDR,Poolamanna - Vaniyambalam Road (KPWD/MDR/503020202/5,11.163351,76.249634
G.L.P.S. Edappatta,Wandoor,Melattur,Kalikavu,1 - 4,1031.7,SH,Perumbilavu -Nilamboor Road (KPWD/MPM/SH/39/5,11.08461,76.27665
G.L.P.S. Valarad,Malappuram,Manjeri,Wandoor,1 - 4,1031.8,SH,Valancheri â€“ Angadipuram-Wandoor-Vadapuram-Nilamboor Road (KPWD/MPM/SH/73/4,11.08377,76.230474
GMLPS Koomanna,Thirurangadi,Vengara,Tirurangadi,1 - 4,1032.5,MDR,Chelari - Olakara Peruvallur Road (KPWD/MDR/503020303/4,11.0874,75.91355
G. L. P. S. Naduvattam,Tirur,Kuttippuram,Kuttippuram,1 - 4,1057.0,MDR,Chempi - Parathi Road (KPWD/MDR/503020102/3,10.88021,76.00875
G. L. P. S. Kanmanam,Thirurangadi,Tanur,Tanur,1 - 4,1058.9,MDR,Tirur Kuttikalathani Road (KPWD/MDR/503020301/29,10.906296,75.982985
G. U. P. S. Koodasseri,Tirur,Kuttippuram,Kuttippuram,1 - 7,1077.4,MDR,Thirunavaya Kalpakanchery Road (KPWD/MDR/503020301/48,10.91525,76.0068
Pedayenthal GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1100.1,SH,Perumbilavu - Nilamboor Road (KPWD/SH39/503020403/14,11.229359,76.340071
G. L. P. S. Kattipparuthi,Tirur,Kuttippuram,,1 - 4,1101.6,NH,NH 66 - Puthanathani to Kappirikkad (KPWD/NH66/302010501/1,10.88288,76.0575
G.L.P.S. Puthucode,Malappuram,Kondotty,Kondotty,1 - 4,1128.9,MDR,Pengad Alunkal Road (KPWD/MDR/503020302/12,11.19074,75.88201
G.L.P.S. Chalippadam,Malappuram,Manjeri,Areacode,1 - 4,1143.4,SH,Kozhikode - Nilmbur - Gudallur Road (KPWD/MPM/SH/28/1,11.21894,76.163261
GMUPS Mundambra,Wandoor,Areacode,Areacode,1 - 7,1149.4,MDR,Araekod Vazhakad Road (KPWD/MDR/503020302/2,11.22539,76.02762
G. M. L. P. S. Parapputhadam,Thirurangadi,Tanur,Tanur,1 - 4,1178.3,SH,Tirur - Malappuram - Manjeri Road (KPWD/MPM/SH/71/1,10.93466,75.94725
Govt L.P.School Kololomba,Tirur,Edappal,Ponnani,1 - 5,1293.1,MDR,Edappal Kanhiramukku Road (KPWD/MDR/503020101/7,10.75936,75.99509
G.M.L.P.S. Vazhayur,Malappuram,Kondotty,Kondotty,1 - 4,1388.9,MDR,Feroke College Vazhakkad Road (KPWD/MDR/503020302/32,11.22444,75.88737
M.P.G.L.P.S. Puthanpally,Wandoor,Melattur,Perinthalmanna,1 - 4,1407.9,MDR,Karyavattam Alamallur Road (KPWD/MDR/503020203/5,11.03177,76.28002
Poongode GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,1835.4,MDR,Thirkkalangodu - Thiruvali - Wandoor - Kalikavu Road (KPWD/MDR/503020202/18,11.170319,76.278984
