School Name,Educational District,Educational Sub-District,Block Name,Level Name,Distance to Nearest PWD Road (m),Nearest Road Type,Nearest Road Name/Ref,Latitude,Longitude
G. M. L. P. S. Ponnani Town,Tirur,Ponnani,,1 - 4,1.0,State Highway,Ponnani-Chavakkad Road,10.775853,75.922213
G L P S Pothukundu,Malappuram,Mankada,Mankada,1 - 4,1.4,MDR,Makkaraparamba-Mankada Road (MDR,11.01726,76.12361
G.L.P.S. Mundumuzhi,Malappuram,Kondotty,Kondotty,1 - 4,1.7,MDR,Kavanakkallu - Areekode Road (MDR,11.24633,75.93915
G.M.L.P.S. Akkode,Malappuram,Kondotty,Kondotty,1 - 4,4.9,MDR,Azhinjilam - Vazhakkad Road (MDR,11.23451,75.91487
GMLPS Mampuram,Thirurangadi,Vengara,Vengara,1 - 4,5.3,MDR,Tirurangadi Mamburam Makam Road (MDR,11.0561,75.92042
A. M. L. P. S. Kormanthala,Thirurangadi,Tanur,,1 - 4,6.6,State Highway,Tanur Poorappuzha Tippu Sulthan Road (MDR,10.98716,75.867883
G.L.P.S. Thadathilparamba,Malappuram,Kondotty,Kondotty,1 - 4,9.0,MDR,Vettukad - Olavathur - Mundumuzhi Road (MDR,11.20271,75.95149
G.G.H.S.S. Manjeri,Malappuram,Manjeri,,1 - 12,11.4,MDR,Industrial estate road (MDR,11.120218,76.118038
GLPS Meppadam,Wandoor,Nilambur,Wandoor,1 - 4,12.2,MDR,Thiruvali - Mampad Road (MDR,11.22918,76.18182
G.L.P.S. Kottakkal,Malappuram,Malappuram,,1 - 4,13.0,MDR,Kottakkal Arya Vydya Sala Road (MDR,10.99879,76.00815
G U P S Pullur,Malappuram,Manjeri,,1 - 7,13.0,State Highway,Manjeri Byepass Road (SH28,11.123529,76.118215
G M L P S Karathode,Thirurangadi,Vengara,Vengara,1 - 4,13.8,State Highway,Malappurram - Parappnangadi Road (SH72,11.063009,76.013635
Pallisseri GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,15.1,MDR,Thrikkalangode-Thiruvali-Wandoor-Kalikavu Road (MDR,11.179967,76.303281
G. H. S. S. Ponmundam,Thirurangadi,Tanur,Tanur,1 - 12,15.4,State Highway,Tirur - Malappuram - Manjeri Road (SH71,10.957123,75.956855
G.M.L.P.S. Kondotty Chungam,Malappuram,Kondotty,,1 - 4,16.7,State Highway,Kozhikkode - Palakkad Road (SH,11.14417,75.96867
GMLPS Cherur,Thirurangadi,Vengara,Vengara,1 - 4,17.1,MDR,Vengara - Kunnumpuram Road (MDR,11.073861,75.985242
G. L. P. S. Thirurangadi,Thirurangadi,Parappanangadi,,1 - 4,18.2,State Highway,Parappanangadi - Areacode Road (SH65,11.044321,75.923696
G.L.P.S. Karuvambrum West,Malappuram,Manjeri,,1 - 4,18.4,MDR,Manjeri-Kizhisseri Road (MDR,11.127181,76.101832
G U P S Mankada Pallippuram,Malappuram,Mankada,Mankada,1 - 7,20.2,MDR,Koottilangadi - Vallikkapetta Road (MDR,11.06096,76.12727
G.M.L.P.S. Manjeri East,Malappuram,Manjeri,,1 - 4,20.6,MDR,Manjeri-Pandikkad Road (MDR,11.121499,76.125117
GHS Kolappuram,Thirurangadi,Vengara,Vengara,1 -10,20.7,State Highway,Parappanangadi - Areacode Road (SH65,11.05608,75.935
G.M.L.P.S. Pandikkad,Malappuram,Manjeri,Wandoor,1 - 5,21.4,State Highway,Valanchery - Nilambur Road (SH73,11.097809,76.224314
GMLPS Iringallur,Thirurangadi,Vengara,Vengara,1 - 4,22.3,MDR,Kuzhippuram - Atteeri - Kottakkal Road (MDR,11.02338,76.00708
G. M. L. P. S. Puthiyakadppuram North,Thirurangadi,Tanur,,1 - 4,22.8,State Highway,Tippu Sulthan Road (MDR,10.950653,75.877138
G.M.L.P.S. Kondotty,Malappuram,Kondotty,,1 - 4,23.3,State Highway,Kozhikkode - Palakkad Road (SH,11.14756,75.96498
G.L.P.S. Vettikkattiri,Malappuram,Manjeri,Wandoor,1 - 4,23.3,MDR,Manjeri-Pandikkad Road (MDR,11.095161,76.213942
G.L.P.S. Pandallur,Malappuram,Manjeri,Malappuram,1 - 4,24.0,MDR,Anakkayam - Oravambram Road (MDR,11.084432,76.166711
G. L. P. S. Kaladi,Tirur,Edappal,Ponnani,1 - 4,24.0,State Highway,Thrissur – Kuttippuram Road (SH69,10.81377,76.01296
G. L. P. S. Sukapuram,Tirur,Edappal,Ponnani,1 - 4,24.1,MDR,Naduvattom-Thaneerkodu Road (MDR,10.77321,76.01494
G.M.L.P.S. Manjeri South,Malappuram,Manjeri,,1 - 4,24.3,MDR,N.S.S. College Road - Manjeri (MDR,11.120905,76.12658
GUPS Valiyora,Thirurangadi,Vengara,Vengara,1 - 7,24.3,State Highway,"malappuram,vengara road (SH72",11.04873,75.94971
G. L. P. S. Perumparamba,Tirur,Edappal,Ponnani,1 - 4,24.3,MDR,Edappal - Tavanoor Road (MDR,10.8015,75.99547
G. L. P. S. Athippetta,Tirur,Kuttippuram,Kuttippuram,1 - 4,24.9,State Highway,Valanchery - Perinthalmanna Road (SH73,10.90529,76.11195
Pookkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 4,24.9,State Highway,Valanchery - Nilambur Road (SH73,11.18966,76.234066
GLPS Orakam Kizhumuri,Thirurangadi,Vengara,Vengara,1 - 5,25.6,MDR,Vengara Navodaya Malappuram Road (MDR,11.052021,75.993125
GMUPS Kizhisseri,Malappuram,Kizhisseri,Areacode,1 - 7,26.0,State Highway,Parappanangadi - Areacode Road (SH65,11.17007,75.99138
G. M. L. P. S. Tanur North,Thirurangadi,Tanur,,1 - 4,26.0,MDR,hospital road (MDR,10.98312,75.869813
G.M.L.P.S. Kidangazhi,Malappuram,Manjeri,,1 - 4,26.3,State Highway,Manjeri Byepass Road (SH28,11.122817,76.11537
G. F. L. P. S. Parappanangadi,Thirurangadi,Parappanangadi,,1 - 4,26.5,MDR,Chetippadi - Alungal Beach Road (MDR,11.070636,75.847279
G.L.P.S. Panikkarapuraya,Malappuram,Kondotty,Kondotty,1 - 4,26.9,MDR,Vazhakkad Road (MDR,11.24498,75.96972
GLPS Kuzhimanna,Malappuram,Kizhisseri,Areacode,1 - 4,28.3,MDR,Manjeri - Kizhisseri Road (MDR,11.17135,76.01795
G M L P S Pandallur,Malappuram,Manjeri,Malappuram,1 - 4,28.4,MDR,Anakkayam - Oravambram Road (MDR,11.085446,76.175403
Padikkal KalyaniAMMA Memorial G L P S Kallurma,Tirur,Edappal,Perumpadappa,1 - 4,28.8,MDR,AE Office Changaramkulam Road (MDR,10.71287,76.01779
K.M Musthafa Memorial G.L.P.S. Mundengara,Malappuram,Manjeri,Areacode,1 - 5,29.1,MDR,Areacode - Othayi - Edavanna Road (MDR,11.223766,76.140821
Uliyathu Aboobacker Memmorial  G. L. P. S. Vadakkummuri,Tirur,Edappal,Perumpadappa,1 - 4,29.2,MDR,Eramangalam-Changarakulam Road (MDR,10.72425,75.99978
G.M.U.P.S. Kottakkal,Malappuram,Malappuram,,1 - 7,29.3,MDR,Kottakkal Arya Vydya Sala Road (MDR,10.99913,76.00788
G.M.U.P.S. Oravambram,Wandoor,Melattur,Perinthalmanna,1 - 7,29.9,State Highway,perinthalmanna - pandikkad Road (SH73,11.08214,76.21665
G. M. L. P. S. Thalakadathur,Thirurangadi,Tanur,Tanur,1 - 4,30.9,State Highway,Tirur - Malappuram - Manjeri Road (SH71,10.939,75.93746
G.M.L.P.S. Kolmanna,Malappuram,Malappuram,,1 - 4,31.1,State Highway,Malappurram - Parappnangadi Road (SH72,11.050419,76.057563
GLPS Palappatta,Wandoor,Areacode,Areacode,1 - 4,31.5,State Highway,Quilandy - Thamarassery - Edavanna Road (SH34,11.213015,76.120174
GLPS Thachanna,Wandoor,Areacode,Areacode,1 - 4,31.7,MDR,Areacode-othayi-edavanna (MDR,11.2406,76.07077
G. L. P. S. Kattilangadi,Tirur,Kuttippuram,Kuttippuram,1 - 4,31.9,MDR,Vettichira - Kattilangadi Road (MDR,10.89922,76.01126
G.L.P.S. Narukara,Malappuram,Manjeri,,1 - 4,32.3,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.120787,76.096863
G L P S Othukkungal,Thirurangadi,Vengara,Malappuram,1 - 4,32.3,State Highway,Tirur - Malappuram - Manjeri Road (SH71,11.02562,76.02641
Konamunda GLPS,Wandoor,Nilambur,Nilambur,1 - 4,33.1,MDR,Akampadom - Pathar Road (MDR,11.32322,76.21861
GLPS Chungathara Panchayath,Wandoor,Nilambur,Nilambur,1 - 4,33.3,MDR,Chungathara - Pookkottumanna Road (MDR,11.352719,76.265172
GUPS AR Nagar,Thirurangadi,Vengara,Vengara,1 - 7,33.4,State Highway,Kunnumpuram - Kakkad Road (SH65,11.07172,75.94703
GLPS Thavarapparamba,Wandoor,Areacode,Areacode,1 - 4,33.4,MDR,Perakamanna - Kuzhiyamparamba Road (MDR,11.189739,76.048509
Chadangamkulam GLPS,Wandoor,Wandoor,Wandoor,1 - 5,33.6,State Highway,wandoor - Nilambur Road (SH73,11.217016,76.221099
GLPS Orakam Melmuri,Thirurangadi,Vengara,Vengara,1 - 4,34.7,State Highway,Malappurram - Parappnangadi Road (SH72,11.063756,76.031395
GMLPS Orakam Kizhmuri,Thirurangadi,Vengara,Vengara,1 - 4,35.6,MDR,Vengara Navodaya Malappuram Road (MDR,11.050383,76.011311
G. H. S. S. Maranchery,Tirur,Ponnani,Perumpadappa,1 - 12,36.0,State Highway,Guruvayoor - Althara - Ponnani Road (SH62,10.74075,75.97083
Mooleppadam GLPS,Wandoor,Nilambur,Nilambur,1 - 4,36.8,State Highway,Nilambur-Adayanpara Road (SH59,11.32223,76.19252
G.L.P.S. Vettathur,Malappuram,Kondotty,Kondotty,1 - 4,37.1,MDR,Elamaram-Irattamuzhi Road (MDR,11.25618,75.98985
Vadapuram GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,37.2,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.258116,76.20282
GHSS Peruvallur,Thirurangadi,Vengara,Tirurangadi,1 - 12,37.8,MDR,Thenhipalam - Parambil Peedika Road (MDR,11.10531,75.92466
Pazhayakadakkal GUPS,Wandoor,Wandoor,Kalikavu,1 - 7,38.1,State Highway,Perumbilavu-Nilambur Road (SH39,11.142177,76.347892
G.L.P.S. Kara,Wandoor,Melattur,Perinthalmanna,1 - 4,38.2,MDR,Karyavattom - Alanallur Road (MDR,11.00977,76.32209
G.L.P.S. Thelakkad,Wandoor,Melattur,Perinthalmanna,1 - 4,38.3,MDR,Karyavattom - Alanallur Road (MDR,11.02292,76.25808
G. L. P. S. Kanhiramukku,Tirur,Ponnani,Perumpadappa,1 - 5,39.7,State Highway,Guruvayoor - Althara - Ponnani Road (SH62,10.75871,75.96689
Mampad North GMLPS,Wandoor,Nilambur,Wandoor,1 - 4,40.1,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.247311,76.180297
G. L. P. S. Mookkuthala,Tirur,Edappal,Perumpadappa,1 - 4,41.1,MDR,Eramangalam-Changarakulam Road (MDR,10.73319,76.01244
GUPS Moorkanad,Wandoor,Areacode,Areacode,1 - 7,41.3,MDR,Areacode-othayi-edavanna (MDR,11.24091,76.05748
G G V H S S Wandoor,Wandoor,Wandoor,Wandoor,1 - 12,41.7,MDR,Manjeri Edavanna Thiruvali Road (MDR,11.19562,76.234259
G. L. P. S. Edappal,Tirur,Edappal,Ponnani,1 - 4,42.3,MDR,Edappal - Tavanoor Road (MDR,10.78845,75.99628
Thuvvur GLPS,Wandoor,Wandoor,Kalikavu,1 - 4,42.5,State Highway,Perumbilavu-Nilambur Road (SH39,11.111585,76.284165
Myladi GUPS,Wandoor,Nilambur,Nilambur,1 - 7,43.0,State Highway,Nilambur-Adayanpara Road (SH59,11.30432,76.23129
GMLPS Nilambur,Wandoor,Nilambur,,1 - 4,44.5,State Highway,Kozhikode - Nilambur - Gudallur Road (SH28,11.284931,76.23748
G.M.L.P.S. Manjeri,Malappuram,Manjeri,,1 - 4,46.2,MDR,Manjeri-Pandikkad Road (MDR,11.119506,76.12179
G.M.L.P.S. Karakunnu,Malappuram,Manjeri,Wandoor,1 - 4,46.7,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.169844,76.131066
G.L.P.S. Chemmaniyode,Wandoor,Melattur,Perinthalmanna,1 - 5,46.7,State Highway,Perumbilavu-Nilambur Road (SH39,11.04589,76.2827
G.U.P.S. Veembur,Malappuram,Manjeri,,1 - 7,47.6,State Highway,Kozhikode - Nilmbur - Gudallur Road (SH28,11.119429,76.089154
G.M.U.P.S. Vazhakkad,Malappuram,Kondotty,Kondotty,1 - 7,49.3,MDR,Kavanakkallu - Areekode Road (MDR,11.24721,75.9523
G.L.P.S. Arukizhaya,Malappuram,Manjeri,,1 - 4,49.4,State Highway,Manjery Byepass Road (SH,11.123878,76.12379
G.M.U.P.S. Chirayil,Malappuram,Kondotty,,1 - 7,49.7,State Highway,Parappanangadi - Areacode Road (SH65,11.12842,75.97477
GUPS Klari,Thirurangadi,Vengara,Vengara,1 - 7,49.7,State Highway,Tirur - Malappuram - Manjeri Road (SH71,10.99273,75.97987
Pullengode GMLPS,Wandoor,Wandoor,Kalikavu,1 - 4,49.8,State Highway,Perumbilavu-Nilambur Road (SH39,11.200585,76.337047
G.L.P.S. Pookkuth,Malappuram,Manjeri,Wandoor,1 - 5,51.3,State Highway,Perumbilavu-Nilambur Road (SH39,11.099745,76.261683
GLPS Olakara,Thirurangadi,Vengara,Tirurangadi,1 - 4,52.8,MDR,Kollamchina - Pukayoor Road (MDR,11.083855,75.930001
Nilambur GMUPS,Wandoor,Nilambur,,1 - 7,53.2,State Highway,Kozhikode - Nilambur - Gudallur Road (SH28,11.27587,76.22294
G L P S Kuruva,Malappuram,Mankada,Mankada,1 - 4,54.0,MDR,Cherukulamba Vattaloor road (MDR,11.007169,76.113227
G.M.L.P.S. Edavanna,Malappuram,Manjeri,Areacode,1 - 4,54.1,MDR,Edavanna - Wandoor Road (MDR,11.216576,76.142188
G.L.P.S. Cherukulam,Malappuram,Manjeri,Wandoor,1 - 4,56.1,MDR,Manjeri-Kuttipara-Cherukode-Wandoor Road (MDR,11.13093,76.17933
Perumbathur GLPS,Wandoor,Nilambur,Nilambur,1 - 4,56.7,MDR,Akampadom - Pathar Road (MDR,11.34724,76.21509
G. H. S. Trikkulam,Thirurangadi,Parappanangadi,,1 -10,57.3,State Highway,Parappanangadi - Areacode Road (SH65,11.04218,75.90944
GLPS Vilayil Parappur,Malappuram,Kizhisseri,Areacode,1 - 4,58.5,MDR,Kadungallur - Vilayil - Chaliyappuram Road (MDR,11.218949,76.000931
CHAKKEERI AHAMMED KUTTY MEMORIAL G.M.U.P.S.CHERUR,Thirurangadi,Vengara,Vengara,1 - 7,60.1,MDR,Vengara - Kunnumpuram Road (MDR,11.0683,75.98593
G. M. L. P. S. Edakadappuram,Thirurangadi,Tanur,Tanur,1 - 4,61.8,State Highway,Tippu Sulthan Road (MDR,10.96927,75.872743
G. M. U. P. S. Tanur Town,Thirurangadi,Tanur,,1 - 7,62.3,State Highway,Tippu Sulthan Road (MDR,10.97752,75.871183
G.L.P.S. Ramankulam,Malappuram,Manjeri,,1 - 4,62.6,State Highway,Manjeri Byepass Road (SH28,11.124845,76.111281
GLPS Pulpatta,Malappuram,Kizhisseri,Areacode,1 - 4,63.8,MDR,Manjeri-Kizhisseri Road (MDR,11.14741,76.08168
G.H.S. Chaliyappuram,Malappuram,Kondotty,Kondotty,1 -10,63.9,MDR,Maprom Road (MDR,11.24727,75.97841
G.L.P.S. Karad,Malappuram,Kondotty,Kondotty,1 - 4,66.1,MDR,Azhinjilam - Vazhakkad Road (MDR,11.20628,75.87741
G M L P S Vadakkangara,Malappuram,Mankada,Mankada,1 - 4,66.8,MDR,Mankada-Makkaraparamba Road (MDR,11.01785,76.15089
G. M. U. P. S. Paravanna,Tirur,Tirur,Tirur,1 - 7,68.5,State Highway,Tippu Sulthan Road (MDR,10.900722,75.89231
G.L.P.S. Cheruvannur,Malappuram,Manjeri,Wandoor,1 - 4,71.8,MDR,Manjeri-Kuttipara-Cherukode-Wandoor Road (MDR,11.143501,76.190853
