Educational District,Educational Sub-District,School Code,School Name,Block Name,Level Name,Local Body,Revenue District,Phone,UDISE Code,Latitude,Longitude,Maps Link
Malappuram,Kondotty,18360,G.M.L.P.S. Vazhayur,Kondotty,1 - 4,Vazhayur(P),Malappuram,7907924403,32050200206,11.22444,75.887370000000004,"http://maps.google.com/maps?q=11.22444,75.887370000000004"
Malappuram,Kondotty,18365,G.M.U.P.S. Arimbra,Malappuram,1 - 7,Morayur(P),Malappuram,04832771322,32050200817,11.115460000000001,76.018820000000005,"http://maps.google.com/maps?q=11.115460000000001,76.018820000000005"
Malappuram,Kondotty,18373,G.M.U.P.S. Chirayil,,1 - 7,Kondotty(M),Malappuram,04832714211,32050200706,11.12842,75.974770000000007,"http://maps.google.com/maps?q=11.12842,75.974770000000007"
Malappuram,Kondotty,18375,G.M.U.P.S. Ozhukur,Malappuram,1 - 7,Morayur(P),Malappuram,04832756611,32050200801,11.15409,76.01258,"http://maps.google.com/maps?q=11.15409,76.01258"
Malappuram,Kondotty,18380,G.M.U.P.S. Vazhakkad,Kondotty,1 - 7,Vazhakkad(P),Malappuram,04832724750,32050200319,11.247210000000001,75.952299999999994,"http://maps.google.com/maps?q=11.247210000000001,75.952299999999994"
Malappuram,Kondotty,18340,G.W.U.P.S. Nediyiruppu,,1 - 7,Kondotty(M),Malappuram,04832714900,32050200710,11.107699999999999,75.997780000000006,"http://maps.google.com/maps?q=11.107699999999999,75.997780000000006"
Malappuram,Malappuram,18434,G.L.P.S. Choonur,Malappuram,1 - 4,Ponmala(P),Malappuram,9446881225,32051400303,,,
Malappuram,Malappuram,18435,G.L.P.S. Kodur,Malappuram,1 - 4,Kodur(P),Malappuram,04832800828,32051400502,,,
Malappuram,Malappuram,18436,G.L.P.S. Kottakkal,,1 - 4,Kottakkal(M),Malappuram,04832744100,32051400403,10.99879,76.008150000000001,"http://maps.google.com/maps?q=10.99879,76.008150000000001"
Malappuram,Malappuram,18437,G.L.P.S. Malappruam,,1 - 4,Malappuram(M),Malappuram,04832737642,32051400632,,,
Malappuram,Malappuram,18438,G.L.P.S. Melmuri North,,1 - 4,Malappuram(M),Malappuram,9446671911,32051400708,,,
Malappuram,Malappuram,18439,G.L.P.S. Melmuri South,,1 - 4,Malappuram(M),Malappuram,8547620788,32051400709,,,
Malappuram,Malappuram,18440,G.L.P.S. Paranki Moochikkal,Malappuram,1 - 4,Ponmala(P),Malappuram,04832705677,32051400304,11.006385,76.041245000000004,"http://maps.google.com/maps?q=11.006385,76.041245000000004"
Malappuram,Malappuram,18441,G.L.P.S. Peringottupulam,Malappuram,1 - 4,Kodur(P),Malappuram,9446666544,32051400504,,,
Malappuram,Malappuram,18442,G.L.P.S. Pookottur New,Malappuram,1 - 4,Pookkottur(P),Malappuram,9946729908,32051400203,,,
Malappuram,Malappuram,18443,G.L.P.S. Pookottur Old,Malappuram,1 - 4,Pookkottur(P),Malappuram,9446883884,32051400204,,,
Malappuram,Malappuram,18444,G.L.P.S. Vadakkemanna,Malappuram,1 - 4,Kodur(P),Malappuram,04832752242,32051400505,,,
Malappuram,Malappuram,18446,G.M.L.P.S. Athanikkal,Malappuram,1 - 4,Pookkottur(P),Malappuram,9048590619,32051400205,,,
Malappuram,Malappuram,18447,G.M.L.P.S. Chappanangadi,Malappuram,1 - 4,Ponmala(P),Malappuram,04832705466,32051400302,11.004902,76.042617000000007,"http://maps.google.com/maps?q=11.004902,76.042617000000007"
Malappuram,Malappuram,18448,G.M.L.P.S. Irumbuzhi,Malappuram,1 - 4,Anakkayam(P),Malappuram,04832738006,32051400109,,,
Malappuram,Malappuram,18449,G.M.L.P.S. Kolmanna,,1 - 4,Malappuram(M),Malappuram,9656241748,32051400809,11.050419,76.057563000000002,"http://maps.google.com/maps?q=11.050419,76.057563000000002"
Malappuram,Malappuram,18450,G.M.L.P.S. Kuttasserikulamba,Malappuram,1 - 4,Kodur(P),Malappuram,04832800700,32051400503,,,
Malappuram,Malappuram,18451,G.M.L.P.S. Melmuri Central,,1 - 4,Malappuram(M),Malappuram,04832730166,32051400702,,,
Malappuram,Malappuram,18452,G.M.L.P.S. Ponmala,Malappuram,1 - 4,Ponmala(P),Malappuram,7012112932,32051400305,11.028299000000001,76.0411,"http://maps.google.com/maps?q=11.028299000000001,76.0411"
Malappuram,Malappuram,18461,G.M.L.P.S. Pookottur,Malappuram,1 - 5,Pookkottur(P),Malappuram,9747600332,32051400202,,,
Malappuram,Malappuram,18471,G.M.U.P.S. Chemmankadavu,Malappuram,1 - 7,Kodur(P),Malappuram,04832868509,32051400501,,,
Malappuram,Malappuram,18472,G.M.U.P.S. Irumbuzhi,Malappuram,1 - 7,Anakkayam(P),Malappuram,9496829936,32051400101,,,
Malappuram,Malappuram,18473,G.M.U.P.S. Kottakkal,,1 - 7,Kottakkal(M),Malappuram,04832744181,32051400402,10.999129999999999,76.00788,"http://maps.google.com/maps?q=10.999129999999999,76.00788"
Malappuram,Malappuram,18474,G.M.U.P.S. Melmuri,,1 - 7,Malappuram(M),Malappuram,04832734008,32051400633,,,
Malappuram,Malappuram,18475,G.U.P.S. Kottakkal,,1 - 7,Kottakkal(M),Malappuram,04832745952,32051400401,10.991759999999999,76.007819999999995,"http://maps.google.com/maps?q=10.991759999999999,76.007819999999995"
Malappuram,Malappuram,18476,G.U.P.S. Muthiriparamba,Malappuram,1 - 7,Pookkottur(P),Malappuram,04832775100,32051400201,,,
Malappuram,Malappuram,18477,G.U.P.S. Ponmala,Malappuram,1 - 7,Ponmala(P),Malappuram,04832753700,32051400301,10.983656999999999,76.067549999999997,"http://maps.google.com/maps?q=10.983656999999999,76.067549999999997"
Malappuram,Malappuram,18010,G.V.H.S.S. Pullanur,Malappuram,1 - 12,Pookkottur(P),Malappuram,04832773925,32051400211,,,
Malappuram,Manjeri,18535,G M L P S Mariyad,,1 - 4,Manjeri(M),Malappuram,9048447917,32050600613,11.117290000000001,76.127866999999995,"http://maps.google.com/maps?q=11.117290000000001,76.127866999999995"
Malappuram,Manjeri,18542,G M L P S Pandallur,Malappuram,1 - 4,Anakkayam(P),Malappuram,,32050601214,11.085445999999999,76.175403000000003,"http://maps.google.com/maps?q=11.085445999999999,76.175403000000003"
Malappuram,Manjeri,18574,G U P S Pullur,,1 - 7,Manjeri(M),Malappuram,04832764104,32050600701,11.123529,76.118215000000006,"http://maps.google.com/maps?q=11.123529,76.118215000000006"
Malappuram,Manjeri,18028,G V H S S Nellikuth,,1 - 12,Manjeri(M),Malappuram,8086921596,32050601405,11.097388,76.182277999999997,"http://maps.google.com/maps?q=11.097388,76.182277999999997"
Malappuram,Manjeri,18023,G.G.H.S.S. Manjeri,,1 - 12,Manjeri(M),Malappuram,9037486580,32050600631,11.120217999999999,76.118037999999999,"http://maps.google.com/maps?q=11.120217999999999,76.118037999999999"
Malappuram,Manjeri,18505,G.L.P.S. Arukizhaya,,1 - 4,Manjeri(M),Malappuram,04832765650,32050600605,11.123877999999999,76.12379,"http://maps.google.com/maps?q=11.123877999999999,76.12379"
Malappuram,Manjeri,18506,G.L.P.S. Chalippadam,Areacode,1 - 4,Edavanna(P),Malappuram,9946486486,32050600202,11.21894,76.163261000000006,"http://maps.google.com/maps?q=11.21894,76.163261000000006"
Malappuram,Manjeri,18507,G.L.P.S. Chembakuth,Areacode,1 - 4,Edavanna(P),Malappuram,9074864605,32050600220,11.206241,76.149152999999998,"http://maps.google.com/maps?q=11.206241,76.149152999999998"
Malappuram,Manjeri,18565,G.L.P.S. Cherankuth,Wandoor,1 - 5,Trikkalangode(P),Malappuram,9744580831,32050601002,11.142098000000001,76.156858,"http://maps.google.com/maps?q=11.142098000000001,76.156858"
Malappuram,Manjeri,18508,G.L.P.S. Cherukulam,Wandoor,1 - 4,Trikkalangode(P),Malappuram,,32050601003,11.130929999999999,76.179329999999993,"http://maps.google.com/maps?q=11.130929999999999,76.179329999999993"
Malappuram,Manjeri,18510,G.L.P.S. Cheruvannur,Wandoor,1 - 4,Trikkalangode(P),Malappuram,04832709150,32050601004,11.143501000000001,76.190853000000004,"http://maps.google.com/maps?q=11.143501000000001,76.190853000000004"
Malappuram,Manjeri,18521,G.L.P.S. Karuvambrum West,,1 - 4,Manjeri(M),Malappuram,9526093591,32050600703,11.127181,76.101832000000002,"http://maps.google.com/maps?q=11.127181,76.101832000000002"
Malappuram,Manjeri,18524,G.L.P.S. Kizhakkuparamba,Malappuram,1 - 4,Anakkayam(P),Malappuram,9446802049,32050601218,11.075779000000001,76.189959999999999,"http://maps.google.com/maps?q=11.075779000000001,76.189959999999999"
Malappuram,Manjeri,18532,G.L.P.S. Manjeri,,1 - 4,Manjeri(M),Malappuram,04832762056,32050600608,11.116944,76.119939000000002,"http://maps.google.com/maps?q=11.116944,76.119939000000002"
Malappuram,Manjeri,18538,G.L.P.S. Narukara,,1 - 4,Manjeri(M),Malappuram,9048478360,32050600706,11.120787,76.096862999999999,"http://maps.google.com/maps?q=11.120787,76.096862999999999"
Malappuram,Manjeri,18541,G.L.P.S. Pandallur,Malappuram,1 - 4,Anakkayam(P),Malappuram,9495414232,32050601213,11.084432,76.166711000000006,"http://maps.google.com/maps?q=11.084432,76.166711000000006"
Malappuram,Manjeri,18568,G.L.P.S. Pookkuth,Wandoor,1 - 5,Pandikkad(P),Malappuram,,32050600305,11.099745,76.261683000000005,"http://maps.google.com/maps?q=11.099745,76.261683000000005"
Malappuram,Manjeri,18551,G.L.P.S. Pulath,Wandoor,1 - 4,Trikkalangode(P),Malappuram,9746667326,32050600508,11.168240000000001,76.148619999999994,"http://maps.google.com/maps?q=11.168240000000001,76.148619999999994"
Malappuram,Manjeri,18553,G.L.P.S. Ramankulam,,1 - 4,Manjeri(M),Malappuram,04832765350,32050600707,11.124845000000001,76.111281000000005,"http://maps.google.com/maps?q=11.124845000000001,76.111281000000005"
Malappuram,Manjeri,18554,G.L.P.S. Theyyampadikuth,Wandoor,1 - 4,Pandikkad(P),Malappuram,9497661688,32050601302,11.142160000000001,76.253545000000003,"http://maps.google.com/maps?q=11.142160000000001,76.253545000000003"
Malappuram,Manjeri,18555,G.L.P.S. Thottupoyil,,1 - 4,Manjeri(M),Malappuram,8848831610,32050601402,11.123352000000001,76.125459000000006,"http://maps.google.com/maps?q=11.123352000000001,76.125459000000006"
Malappuram,Manjeri,18557,G.L.P.S. Valarad,Wandoor,1 - 4,Pandikkad(P),Malappuram,9946109130,32050600307,11.083769999999999,76.230474000000001,"http://maps.google.com/maps?q=11.083769999999999,76.230474000000001"
Malappuram,Manjeri,18563,G.L.P.S. Vettikkattiri,Wandoor,1 - 4,Pandikkad(P),Malappuram,9746545469,32050600902,11.095160999999999,76.213942000000003,"http://maps.google.com/maps?q=11.095160999999999,76.213942000000003"
Malappuram,Manjeri,18514,G.M.L.P.S. Edavanna,Areacode,1 - 4,Edavanna(P),Malappuram,04832702050,32050600204,11.216576,76.142188000000004,"http://maps.google.com/maps?q=11.216576,76.142188000000004"
Malappuram,Manjeri,18515,G.M.L.P.S. Eranhikode,Areacode,1 - 4,Edavanna(P),Malappuram,9946964676,32050600205,11.226293,76.157293999999993,"http://maps.google.com/maps?q=11.226293,76.157293999999993"
Malappuram,Manjeri,18517,G.M.L.P.S. Karakunnu,Wandoor,1 - 4,Trikkalangode(P),Malappuram,9447275070,32050601101,11.169843999999999,76.131066000000004,"http://maps.google.com/maps?q=11.169843999999999,76.131066000000004"
Malappuram,Manjeri,18523,G.M.L.P.S. Kidangazhi,,1 - 4,Manjeri(M),Malappuram,9446338648,32050600704,11.122817,76.115369999999999,"http://maps.google.com/maps?q=11.122817,76.115369999999999"
Malappuram,Manjeri,18525,G.M.L.P.S. Kodasseri,Wandoor,1 - 4,Pandikkad(P),Malappuram,04832785510,32050600302,11.123438,76.233538999999993,"http://maps.google.com/maps?q=11.123438,76.233538999999993"
Malappuram,Manjeri,18528,G.M.L.P.S. Mangalasseri,,1 - 4,Manjeri(M),Malappuram,04832761750,32050600705,,,
Malappuram,Manjeri,18529,G.M.L.P.S. Manhapatta,Wandoor,1 - 4,Trikkalangode(P),Malappuram,04832709250,32050601005,11.153943,76.151527999999999,"http://maps.google.com/maps?q=11.153943,76.151527999999999"
Malappuram,Manjeri,18533,G.M.L.P.S. Manjeri,,1 - 4,Manjeri(M),Malappuram,9746793800,32050600609,11.119505999999999,76.121790000000004,"http://maps.google.com/maps?q=11.119505999999999,76.121790000000004"
Malappuram,Manjeri,18531,G.M.L.P.S. Manjeri East,,1 - 4,Manjeri(M),Malappuram,,32050600628,11.121499,76.125117000000003,"http://maps.google.com/maps?q=11.121499,76.125117000000003"
Malappuram,Manjeri,18534,G.M.L.P.S. Manjeri South,,1 - 4,Manjeri(M),Malappuram,9447353792,32050600610,11.120905,76.126580000000004,"http://maps.google.com/maps?q=11.120905,76.126580000000004"
Malappuram,Manjeri,18539,G.M.L.P.S. Nellikuth North,,1 - 4,Manjeri(M),Malappuram,9496844665,32050601401,11.10863,76.182198,"http://maps.google.com/maps?q=11.10863,76.182198"
Malappuram,Manjeri,18540,G.M.L.P.S. Odompatta,Wandoor,1 - 4,Pandikkad(P),Malappuram,04931284090,32050601301,11.122876,76.267975000000007,"http://maps.google.com/maps?q=11.122876,76.267975000000007"
Malappuram,Manjeri,18567,G.M.L.P.S. Pandikkad,Wandoor,1 - 5,Pandikkad(P),Malappuram,04832780150,32050600304,11.097809,76.224314000000007,"http://maps.google.com/maps?q=11.097809,76.224314000000007"
Malappuram,Manjeri,18548,G.M.L.P.S. Pathappiriyam,Areacode,1 - 4,Edavanna(P),Malappuram,00000000000,32050600207,11.199875,76.135464999999996,"http://maps.google.com/maps?q=11.199875,76.135464999999996"
Malappuram,Manjeri,18576,G.M.U.P.S. Melakkam,,1 - 7,Manjeri(M),Malappuram,04832765613,32050600603,11.122684,76.119386000000006,"http://maps.google.com/maps?q=11.122684,76.119386000000006"
Malappuram,Manjeri,18569,G.U.P.S. Anakkayam,Malappuram,1 - 7,Anakkayam(P),Malappuram,9846224586,32050600101,11.087859999999999,76.123410000000007,"http://maps.google.com/maps?q=11.087859999999999,76.123410000000007"
Malappuram,Manjeri,18572,G.U.P.S. Elankur,Wandoor,1 - 7,Trikkalangode(P),Malappuram,04832707864,32050601001,11.161189,76.182627999999994,"http://maps.google.com/maps?q=11.161189,76.182627999999994"
Malappuram,Manjeri,18575,G.U.P.S. Manjeri,,1 - 7,Manjeri(M),Malappuram,08606033189,32050600716,11.120277,76.115769,"http://maps.google.com/maps?q=11.120277,76.115769"
Malappuram,Manjeri,18578,G.U.P.S. Pathappiriyam,Areacode,1 - 7,Edavanna(P),Malappuram,04832704604,32050600201,11.192845999999999,76.135081,"http://maps.google.com/maps?q=11.192845999999999,76.135081"
Malappuram,Manjeri,18583,G.U.P.S. Veembur,,1 - 7,Manjeri(M),Malappuram,9946770793,32050600702,11.119429,76.089153999999994,"http://maps.google.com/maps?q=11.119429,76.089153999999994"
Malappuram,Manjeri,18562,G.U.P.S. Vettekkode,,1 - 7,Manjeri(M),Malappuram,9048804260,32050600618,11.114443,76.123284999999996,"http://maps.google.com/maps?q=11.114443,76.123284999999996"
Malappuram,Manjeri,18590,GLPS ANAKKOTTUPURAM,Wandoor,1 - 4,Trikkalangode(P),Malappuram,9995892484,32050600505,,,
Malappuram,Manjeri,18592,GMLP School ANAKKAYAM,Malappuram,1 - 4,Anakkayam(P),Malappuram,9447353139,32050600102,,,
Malappuram,Manjeri,18566,K.M Musthafa Memorial G.L.P.S. Mundengara,Areacode,1 - 5,Edavanna(P),Malappuram,04832700250,32050600206,11.223765999999999,76.140821000000003,"http://maps.google.com/maps?q=11.223765999999999,76.140821000000003"
Malappuram,Mankada,18078,G H S S Kadungapuram,Mankada,1 - 12,Puzhakkattiri(P),Malappuram,04933254270,32051500510,10.98095,76.138319999999993,"http://maps.google.com/maps?q=10.98095,76.138319999999993"
Malappuram,Mankada,18607,G L P S Chovana,Mankada,1 - 4,Puzhakkattiri(P),Malappuram,9495123933,32051500506,10.989385,76.136606,"http://maps.google.com/maps?q=10.989385,76.136606"
Malappuram,Mankada,18612,G L P S Karkidakam,Mankada,1 - 4,Mankada(P),Malappuram,8592893807,32051500205,11.02328,76.168350000000004,"http://maps.google.com/maps?q=11.02328,76.168350000000004"
Malappuram,Mankada,18616,G L P S Kuruva,Mankada,1 - 4,Kuruva(P),Malappuram,04933281129,32051500402,11.007168999999999,76.113226999999995,"http://maps.google.com/maps?q=11.007168999999999,76.113226999999995"
Malappuram,Mankada,18618,G L P S Mankada,Mankada,1 - 4,Mankada(P),Malappuram,9946138919,32051500202,11.015470000000001,76.177199999999999,"http://maps.google.com/maps?q=11.015470000000001,76.177199999999999"
Malappuram,Mankada,18634,G L P S Meenarkuzhi,Mankada,1 - 4,Kuruva(P),Malappuram,9745201298,32051500404,11.00891,76.105323999999996,"http://maps.google.com/maps?q=11.00891,76.105323999999996"
Malappuram,Mankada,18657,G L P S Padinhattummuri,Mankada,1 - 5,Koottilangadi(P),Malappuram,04933241425,32051500302,11.058809999999999,76.110720000000001,"http://maps.google.com/maps?q=11.058809999999999,76.110720000000001"
Malappuram,Mankada,18626,G L P S Palakaparambil,Mankada,1 - 4,Puzhakkattiri(P),Malappuram,9747201826,32051500511,10.971170000000001,76.115290000000002,"http://maps.google.com/maps?q=10.971170000000001,76.115290000000002"
Malappuram,Mankada,18628,G L P S Pang,Mankada,1 - 4,Kuruva(P),Malappuram,04933242111,32051500411,10.97204,76.102260000000001,"http://maps.google.com/maps?q=10.97204,76.102260000000001"
Malappuram,Mankada,18636,G L P S Pooppalam Valambur,Perinthalmanna,1 - 4,Angadipuram(P),Malappuram,9249221302,32051500105,10.999484000000001,76.223164999999995,"http://maps.google.com/maps?q=10.999484000000001,76.223164999999995"
Malappuram,Mankada,18637,G L P S Pothukundu,Mankada,1 - 4,Makkaraparamba(P),Malappuram,04933281620,32051500606,11.01726,76.123609999999999,"http://maps.google.com/maps?q=11.01726,76.123609999999999"
Malappuram,Mankada,18640,G L P S Puthanangadi,Perinthalmanna,1 - 4,Angadipuram(P),Malappuram,04933253612,32051500101,10.96752,76.188930999999997,"http://maps.google.com/maps?q=10.96752,76.188930999999997"
Malappuram,Mankada,18651,G L P S Vallikkapatta,Mankada,1 - 4,Koottilangadi(P),Malappuram,9400402188,32051500306,11.062340000000001,76.140559999999994,"http://maps.google.com/maps?q=11.062340000000001,76.140559999999994"
Malappuram,Mankada,18653,G L P S Vellila,Mankada,1 - 4,Mankada(P),Malappuram,04933236120,32051500213,11.04219,76.156059999999997,"http://maps.google.com/maps?q=11.04219,76.156059999999997"
